ProfessorName,Number5s,Number4s,Number3s,Number2s,Number1s
"Giles, R",11,11,3,3,0
"Steelman, J",9,8,1,2,1
"Dodds, R",6,13,3,5,2
"Pack, D",3,13,1,3,0
"Yerkes, C",5,8,5,5,0
"Shapley, P",5,5,4,0,2
"Pasquini, M",4,7,1,2,3
"Sindoro, M",7,10,2,3,1
"Rankin, K",9,1,4,3,0
"Tse, C",11,4,5,5,3
"Zarkhah, A",12,2,1,2,1
"Bai, Y",13,5,5,1,3
"Park, D",14,12,6,6,1
"Shaw, W",14,6,2,3,3
"Xu, Y",1,5,5,3,2
"Giuliano Nicola, B",1,12,5,3,0
"Shah, S",8,1,5,0,1
"Johnson, J",7,1,1,3,1
"Shin, H",14,8,3,4,2
"Patel, D",6,5,6,4,1
"Parikh, M",6,3,3,1,0
"Boulatov, R",13,2,4,0,0
"Wieckowski, A",12,10,6,5,2
"Beak, P",3,5,6,4,1
"Shapley, J",14,11,2,0,0
"Falk, C",7,5,6,4,3
"Jimenez De Tava, M",10,12,6,6,0
"Lee, T",3,9,1,5,0
"Scott, J",13,11,4,4,2
"Davis, K",3,2,1,4,1
"Salentine, B",11,5,6,6,0
"Loggins, S",8,3,2,2,3
"Marrara, S",1,6,3,3,2
"Parece, E",2,2,2,0,0
"Osterbur, E",10,12,5,3,1
"Brand, D",7,5,1,6,3
"Kim, J",11,4,4,4,3
"McAuley, E",5,8,5,0,3
"Streitmatter, N",4,4,4,2,1
"Martin, V",0,5,1,5,3
"Boettcher, E",1,7,6,2,3
"DeNicolo, C",14,3,2,1,3
"Erikson, D",0,8,3,4,1
"Sikma, L",4,5,2,2,1
"Letofsky, K",6,13,6,3,1
"Montavon, M",0,5,5,1,0
"Norgard, A",9,2,2,1,0
"Norman, J",9,3,5,2,3
"Lester, S",9,3,4,5,1
"Maloy, L",3,7,6,1,0
"Fandl, A",3,13,4,3,3
"Gallant, L",3,11,1,0,3
"Lang, C",11,9,5,6,1
"Watley, E",3,5,3,4,3
"Wilson, S",0,5,4,6,0
"Popp, E",3,7,3,6,2
"Anderson, L",0,9,3,0,0
"Georgiafentis, K",12,5,2,6,3
"Roney, K",3,4,1,3,3
"Snick, A",2,6,5,6,0
"Finley, K",7,6,2,2,2
"Eichstead, M",8,11,3,3,0
"Burns, L",3,1,5,6,2
"Beley, J",14,6,3,6,1
"Roberts, J",9,13,3,0,1
"Suranne, S",4,7,5,5,3
"White, N",14,7,5,3,3
"Ogilvie, S",4,8,1,4,0
"Guth, K",4,12,4,1,0
"Sahagun, A",0,7,5,6,1
"Kim, S",9,3,4,1,2
"Hill, I",3,1,5,3,3
"Johnson, J",6,8,5,6,2
"Drogos, K",9,13,1,6,1
"Enyart, S",0,5,3,2,3
"Harvey, J",0,6,2,6,3
"Ogorman, T",11,9,6,2,3
"Shumate, M",12,10,5,0,2
"Armstrong, K",9,4,2,4,2
"Zhao, P",6,13,4,3,3
"Rutenbar, R",4,2,6,2,2
"Pastrana Santia, N",7,5,2,0,0
"Kinsman, J",8,4,1,5,1
"Choate-Heretoiu, C",7,6,4,1,1
"Xu, G",8,8,4,3,0
"Zhang, J",12,5,4,2,3
"Peck, T",10,11,3,1,2
"Dutta, S",5,11,3,6,2
"Dhople, S",5,8,2,3,2
"Yang, J",4,8,3,3,0
"Kao, Y",7,1,3,6,3
"Sampaio, B",12,12,1,6,0
"Da Matta, R",4,11,1,6,2
"Margot, D",11,9,1,4,1
"Vachharajani, V",4,9,4,5,1
"O'Dea, D",1,10,5,0,1
"Fan, X",7,8,3,1,1
"Verderame, M",11,4,6,5,0
"Claverie, S",8,4,2,5,2
"Mercado, J",11,5,4,6,0
"Wood, E",14,11,3,0,1
"Ha, I",13,13,2,3,2
"Vigiletti, E",5,3,4,0,0
"McCormick, J",2,11,4,6,3
"Williams, K",9,4,6,1,1
"Vanrenen, D",4,2,1,4,2
"Bailes, M",12,11,2,6,3
"Om, D",2,9,6,3,1
"Miric, Z",12,10,2,6,3
"Ivy, A",12,9,6,0,3
"Vieira, C",1,8,2,2,3
"Connell, J",11,8,3,5,2
"Rosas, R",10,5,1,6,3
"Crume, P",10,6,6,5,2
"Lin, H",3,8,4,6,2
"Gannon, N",3,6,2,2,2
"Durguner, S",5,13,4,4,3
"Sun, D",3,13,3,2,3
"Gu, L",11,5,5,6,2
"Durguner, S",9,13,5,4,1
"Sholem, D",0,11,4,4,0
"Brant, D",2,13,3,6,3
"Deleuze, L",5,5,1,6,2
"Stanny, M",5,10,4,0,2
"Garrison, M",11,11,5,6,3
"Plawecki, K",0,8,6,6,0
"Brewer, M",13,6,2,0,0
"Chassy, B",11,13,4,2,3
"Fischer, H",2,7,3,6,3
"Rana, P",11,3,4,0,1
"Goel, V",6,5,4,5,3
"Berg, K",7,10,5,4,1
"Chi, S",1,1,6,6,3
"Bryk, A",11,13,5,1,2
"Torbeck, D",5,11,3,6,2
"Kelly, M",4,11,5,6,2
"Bethke, C",0,1,4,2,2
"Bloch, H",13,5,2,6,3
"Sterling, J",9,13,1,5,3
"Kuligowska, K",3,9,6,0,1
"Schnitzlein, E",14,9,3,3,3
"Sutton, M",7,12,4,4,2
"Smith, K",2,9,4,6,1
"Berkhoudt, K",0,11,4,2,2
"Jovanovic, M",8,11,3,2,1
"Kalchik, S",12,5,2,3,0
"Parrish, M",10,11,1,6,0
"Murphy, D",13,11,2,4,0
"Blazek, K",3,10,4,0,3
"Campbell, P",0,10,3,2,2
"Sullivan, P",12,1,5,1,2
"Lazarevic, V",2,1,4,0,1
"Fiese, B",10,2,5,6,1
"Magdo, Z",11,13,2,4,0
"Spector-Marks, I",4,3,4,2,3
"Jones, R",13,7,2,3,1
"Zou, D",6,9,1,1,0
"Godwin, K",3,10,5,3,2
"Del Corso, S",10,3,2,4,1
"Sell, Z",0,4,6,4,3
"Leff, M",0,13,1,2,0
"Lehman, M",4,8,3,0,0
"Toby, R",3,4,4,2,3
"Kim, J",5,7,3,2,1
"Hur, H",1,7,4,2,3
"Warren, J",2,12,1,6,0
"Pope-Obeda, E",12,11,1,6,0
"Kleehammer, M",6,9,3,3,0
"Melhado, E",2,13,6,4,1
"Korte, R",8,2,3,6,3
"Williams, S",13,5,4,3,1
"Gotzek, D",14,8,3,1,1
"Ahlers, A",3,5,1,0,1
"Tiwari, A",9,13,5,3,0
"Kulkarni, A",0,7,5,6,2
"Longiotti, E",3,2,4,5,2
"Kunitz, S",3,12,3,2,3
"Liebovich, L",3,13,5,5,2
"Mattila, T",0,13,1,2,2
"Leyshon, K",12,9,2,2,0
"Chung, H",4,12,1,2,2
"Weber, M",7,5,3,6,2
"Kim, K",0,7,1,5,2
"Teo, E",10,8,4,4,2
"Ofori, E",5,5,2,6,2
"Carlton, M",9,2,3,4,0
"Wojcicki, T",12,1,3,0,2
"Daum, D",9,10,4,2,0
"Woods, A",6,8,5,6,2
"Sternberg, C",12,12,1,4,3
"Duros, L",4,9,6,1,0
"Hamilton, D",11,3,3,5,1
"Rich, R",7,2,5,2,0
"Rubin, E",8,8,6,6,3
"Sneiderman, M",8,3,5,2,3
"Wilson, K",13,1,6,0,0
"Fang, C",4,12,5,5,3
"Lubotsky, D",10,8,4,6,0
"Rusaw, E",10,12,4,6,0
"Bokamba, E",8,7,4,5,3
"Beers, E",12,2,5,1,2
"Walter, S",12,9,1,6,1
"Gillfillan, N",0,4,6,3,3
"Williams, K",1,12,2,0,1
"Hanson, L",3,2,4,3,2
"Salrin, M",3,10,2,0,1
"Mantilla, B",14,5,1,6,3
"Saucedo, M",6,3,6,5,1
"Glennon, I",8,5,6,5,1
"Mejia, R",6,5,6,1,0
"Redmond, D",12,7,6,5,2
"Nerone, J",10,8,6,0,1
"Randolph, C",1,5,5,0,1
"Projansky, S",14,1,4,3,1
"Hunte, A",2,4,4,0,0
"Ahlgren, A",3,8,6,5,2
"Smith, K",6,1,5,3,2
"Kinnersley, W",9,3,3,0,3
"Arroyo, A",5,9,1,0,2
"Tseng, J",5,12,3,0,0
"Kim, K",10,7,3,3,2
"Lior, D",11,9,3,0,3
"DeJarnette, A",4,8,3,4,3
"Absher, M",0,1,2,1,2
"Sudlow, B",6,1,3,6,2
"Ash, C",3,12,4,0,0
"Polanco Encarna, G",8,10,3,4,2
"Dixit, A",10,3,6,6,0
"Im, M",14,2,5,1,2
"Vandehey, J",4,12,2,6,2
"Guillou, B",6,6,1,3,3
"Kolb, H",11,5,3,5,3
"Rios, F",4,3,4,3,0
"To, J",0,11,6,3,0
"Vlasic, A",12,13,2,2,0
"Sabok, M",9,1,6,0,3
"Frankland, M",7,3,2,5,2
"Milin, I",3,6,6,2,1
"Lamzouri, Y",3,2,3,2,2
"Sobota, J",11,11,5,4,0
"Ranoa, D",11,9,6,3,1
"Brannick, K",1,1,5,0,0
"Ringwald, K",8,1,2,1,0
"Gopal, J",8,11,3,5,3
"Smith, Z",10,6,3,6,1
"Mapes, J",11,5,5,0,3
"Park, D",13,11,2,3,3
"Muhamed, I",2,4,4,6,3
"Sloofman, L",13,6,4,4,0
"Tiu, J",6,6,1,0,3
"Baker, D",10,10,2,6,3
"Oladeji, L",9,4,3,4,0
"Pawar, S",3,8,3,1,3
"Ihms, H",1,6,6,4,1
"Manious, M",11,3,5,5,2
"Kim, B",2,3,3,5,1
"Zimmerman, D",8,9,3,2,0
"Marciel, A",3,6,5,1,1
"Tobin, D",10,2,5,5,3
"Nitesh Shashika, U",7,5,3,1,2
"Mahaseth, T",5,9,3,0,2
"Huang, M",14,10,6,2,1
"Sreedhar, D",1,9,3,4,1
"Koh, T",9,4,6,2,0
"Yu, Y",0,12,3,4,3
"Wilson, C",11,9,6,6,0
"Haider, W",3,7,6,0,3
"Kalafatis, M",0,6,3,5,3
"Cook, S",0,9,3,3,1
"Ramchandran, D",8,13,2,2,1
"Thomas, A",3,3,5,2,2
"Fu, T",8,6,5,4,0
"Waldemer, R",5,3,6,6,2
"Waters, J",2,7,2,4,3
"Jiang, N",5,2,5,4,3
"Youngblut, N",14,7,4,2,0
"Reno, M",8,5,1,3,2
"Hart, B",0,6,1,1,0
"Lopez Munoz, M",6,6,3,2,3
"Pan, Y",4,1,3,5,1
"Sun, C",14,3,6,4,1
"Desai, B",1,12,3,5,3
"Ellis, E",1,1,3,0,2
"Xiang, Y",12,10,5,6,2
"Gardner, J",5,11,4,4,2
"Bannai, Y",14,10,4,0,3
"Sarkar, J",11,5,1,6,3
"Pottker, G",7,8,3,4,2
"El Cheikh, A",9,12,6,0,3
"Hibbeler, L",4,1,3,2,3
"DiBerardino, L",7,3,4,5,0
"Yu, M",1,2,1,0,0
"Sundaram, N",2,11,3,5,2
"Robbins, C",1,12,5,6,1
"Sanders, L",3,7,4,2,1
"Readey, D",0,11,2,0,3
"Neff, S",10,3,4,6,1
"Woller, A",6,4,1,0,1
"Dye, C",4,4,5,2,0
"Turino, T",6,7,5,2,3
"Magee, J",13,12,2,4,3
"Blume, P",7,7,4,0,1
"Jones, B",13,3,5,3,0
"Endress, A",10,3,6,4,2
"Garcia, I",1,12,6,4,1
"Melnick, A",7,4,3,2,2
"Coulter, R",7,7,2,2,1
"Anderson, L",3,13,6,2,1
"Wassell, M",8,7,4,5,3
"Craw, J",12,4,4,2,1
"Wang, Y",8,11,5,4,0
"Cummins, R",9,12,3,6,1
"Aksimentiev, O",14,2,6,0,1
"Ribeiro Ferreir, J",7,11,4,2,0
"Reynolds, E",7,10,2,6,3
"Meilleur, M",2,7,1,1,3
"Dragu, T",4,5,1,5,3
"Qin, L",5,13,3,5,1
"Tullis, J",6,7,3,4,0
"Phalon, C",2,2,5,6,0
"Walker, G",8,1,1,1,1
"Hinderliter, A",9,11,1,1,1
"Morrison, M",4,1,5,1,0
"Fayard, J",7,10,4,6,0
"Henricks, G",6,6,1,1,0
"Heffernan, M",14,6,1,5,2
"Kern, J",13,6,6,3,1
"Chow, P",11,10,1,5,1
"Salusky, I",6,4,5,2,1
"Agoston, A",6,8,5,2,2
"Cruz-Santiago, M",0,10,5,5,1
"Jones, K",13,4,6,2,3
"Roisman, G",0,2,3,1,2
"Cummins, D",6,1,2,2,0
"Gold, P",3,4,5,4,2
"Flowers, K",6,3,4,4,1
"Samanie, R",0,10,2,2,3
"Caudill, C",0,1,3,0,1
"Wong, D",1,8,1,1,0
"Wright, D",3,9,2,0,0
"Snow, S",9,1,1,5,0
"Weber, R",14,6,5,4,1
"Saunders, P",5,5,6,1,1
"Thom Porter, J",10,5,6,1,0
"Simon Power, K",4,13,5,0,1
"Sanders, J",3,2,4,5,1
"Livingston, J",5,6,1,4,0
"Cherolis, S",5,1,3,0,1
"Hays, M",9,9,5,6,0
"Hetrick, A",13,10,1,6,0
"Haber, B",3,12,6,4,3
"Gopalakrishnan, S",8,6,2,2,3
"Zusman, S",9,8,4,5,1
"Shrader, S",1,3,2,3,1
"Davis, J",13,6,5,5,2
"Khan, A",2,6,6,3,0
"Costa, C",11,1,4,2,2
"Sharaievska, I",0,9,5,1,1
"Anaza, E",10,7,5,5,2
"Martin, S",14,9,5,0,0
"Kerins, A",0,5,5,3,0
"Gower, T",4,9,2,3,2
"Caton, K",4,11,5,4,2
"Weston, A",5,2,2,5,3
"Choo, A",5,13,6,1,0
"Perlman, A",3,13,2,0,1
"Ting, T",8,4,3,4,2
"Schmidt, M",12,9,5,2,3
"Hack-Ritzo, S",10,9,2,1,0
"Kayama, M",11,8,1,6,0
"Schneider, E",1,3,1,5,0
"Cappas-Toro, P",7,5,1,3,2
"Romani, L",14,8,3,6,3
"Gonzalez Maza, M",1,6,1,0,3
"Martinez, L",6,10,4,5,0
"Martoccio, A",10,12,1,5,3
"Rodriguez, I",11,3,4,5,3
"Stasevicius, M",1,8,5,6,2
"Dias, R",11,13,2,6,3
"Thomas, D",2,5,6,6,3
"Valdano, C",11,13,1,0,3
"Chaidez, C",3,2,2,2,3
"Kelly, M",13,9,2,6,1
"Rofes Herrera, R",4,11,4,4,2
"Medina Vilarino, K",12,6,5,6,3
"Carty, S",5,4,5,0,0
"Santos Gilbertz, R",7,1,2,1,3
"Gaffney, J",10,1,5,5,1
"Bawawana, B",5,4,5,0,2
"Gan, L",7,4,4,5,2
"Morgan, W",6,9,6,6,1
"Gioia, G",2,6,2,5,1
"Mix, T",6,8,4,3,2
"Herrmann, J",5,11,3,3,3
"Tsou, E",12,7,4,0,0
"Marasigan, C",12,2,3,2,2
"Pham, V",8,9,5,4,0
"Yang, C",0,6,2,6,2
"Lahr, T",10,11,2,1,1
"Davidson, L",11,7,6,2,2
"Peckler, R",4,7,4,3,3
"Lowry, C",11,6,2,4,3
"Bradley, K",0,11,2,5,1
"Bobbitt, L",12,10,4,6,0
"Fertl, C",14,10,6,2,3
"Crinion, M",7,12,3,0,2
"Michael, D",0,1,4,3,2
"Sothikhoun, A",4,6,6,0,1
"Patzik, B",7,13,1,5,3
"Hamilton, L",4,2,4,5,1
"Gong, J",8,8,3,4,2
"Farrell, A",11,10,6,1,2
"Bol, J",13,6,1,6,0
"Feller, A",10,7,1,2,1
"Smith, S",13,1,3,1,0
"Pike, J",3,6,4,5,1
"Wright, W",10,12,6,2,3
"Warfield, R",6,12,3,6,1
"Micheels, E",6,7,5,1,2
"Owens, D",14,10,1,6,3
"Oh, S",13,12,2,0,3
"Ceisel, C",0,7,6,0,2
"Martin, C",0,10,4,6,1
"Lee, K",7,7,1,0,0
"Reese, D",1,3,3,4,0
"Faber, T",14,7,5,2,0
"Spreng, E",10,12,6,0,3
"Youngling, E",2,2,3,0,2
"El-Aasar, M",1,12,3,3,0
"Warren, A",3,13,5,2,0
"Greenlee, C",5,1,4,0,2
"Lewis, C",10,2,4,0,1
"Irish, S",6,11,4,6,0
"Ali, M",1,5,6,5,0
"Hicks, S",13,5,6,4,0
"Jennings, J",14,11,4,1,3
"Elwell, M",14,7,2,6,2
"Kienle, M",6,11,5,2,3
"White, R",14,4,3,2,3
"Griffis, R",8,2,6,4,0
"Kostell, S",6,1,5,6,1
"Myers, A",9,5,4,4,1
"Walsh, J",1,3,2,0,1
"Tang, Y",8,3,3,2,1
"Bushey, E",10,6,1,4,1
"Kulkarni, A",3,3,2,6,3
"Alexandre, M",11,8,2,2,0
"Ilhan, B",1,3,1,4,2
"Hoetker, G",0,4,3,3,0
"Agarwal-Tronett, R",7,8,2,4,0
"Grabner, G",1,4,6,4,1
"Girard, M",12,13,3,0,1
"Somers, M",10,12,1,3,0
"Erickson, B",13,4,1,4,2
"Firkins, L",6,10,1,0,0
"Parker, G",7,3,6,6,1
"Herricks, E",14,2,6,3,2
"Wuebbles, D",7,8,1,0,2
"Kenis, P",3,2,3,2,0
"Tylka, B",10,12,2,1,1
"Salnave, C",14,4,3,0,0
"Sharma, A",7,4,4,6,0
"Paddock, B",9,12,4,5,1
"Zhang, W",4,4,2,4,2
"Bhat, S",8,4,2,1,1
"Rodrigues, B",0,12,4,5,0
"Denton, J",10,6,2,2,0
"Tischhauser, S",9,4,5,0,1
"Yung, M",13,10,5,1,2
"Ahmed, M",9,1,6,4,1
"Yao, Y",10,13,6,3,2
"Katzenellenboge, J",7,9,3,2,0
"Schilter, D",8,1,2,5,3
"Lisy, J",9,9,6,0,0
"McDonald, J",7,6,4,2,3
"Dunning, T",11,4,6,1,3
"Fu, J",12,8,2,1,1
"McCloskey, L",6,8,1,2,2
"Harvey, I",11,8,5,4,3
"Welsh, H",13,9,3,0,0
"Sherbert, J",9,4,4,3,1
"Broadbent, J",1,1,1,4,3
"Irving, S",10,11,4,6,3
"Zaccor, K",0,13,2,1,0
"Yoon, H",7,3,1,0,0
"Bras, H",13,13,6,5,3
"Byfield, L",11,9,1,6,1
"Lanski, A",8,6,2,5,2
"Clark, S",3,3,6,0,3
"Wash, L",10,7,2,5,3
"Tuttle, A",7,5,6,3,0
"Shanzer, D",6,7,6,6,3
"Calder, W",13,7,4,6,2
"Shrikant, N",13,5,3,4,1
"Faetz, A",2,12,5,3,3
"Hartley, P",9,13,1,0,1
"Kraus, N",9,4,1,4,2
"Chan, H",5,11,4,3,0
"Chupp, E",13,12,1,1,0
"Nokes, M",10,8,6,3,0
"Stryker, A",12,5,2,5,1
"Cooper, T",4,10,5,5,3
"Herren, A",0,9,1,2,2
"Watson, W",1,5,6,1,0
"Osterhout, J",10,10,6,4,0
"Garcia, M",3,6,4,2,3
"Boone, G",10,7,6,1,2
"Carnett, S",10,3,2,4,0
"Quintero Johnso, J",12,10,6,2,3
"Sandvig, C",14,10,4,5,0
"Bond, B",14,1,1,0,3
"Harrison, K",5,13,2,4,0
"Wright, T",7,1,3,3,2
"Miller, P",13,8,5,3,2
"Gray, M",13,4,5,1,0
"Lauterburg, S",5,7,5,4,2
"Kumar, V",11,6,1,6,3
"Gropp, W",10,9,1,3,3
"Garnett, G",11,8,3,5,0
"Stein, F",5,10,4,5,1
"Hilger, S",8,5,1,1,1
"Hartland, E",10,7,4,2,1
"Walter, R",2,11,3,6,2
"Aldrich, H",9,4,2,1,3
"Ribeiro da Silv, C",13,6,2,3,2
"Dayger, J",1,3,5,6,3
"Wheeler, J",14,9,6,2,0
"Chan, S",10,3,1,1,3
"Rogers, K",5,7,4,2,2
"Bazzi, A",2,7,2,2,1
"Amrhein, M",9,13,6,2,2
"Koksal, A",7,6,5,3,0
"Meyn, S",12,2,6,3,3
"Kumar, P",3,2,4,6,1
"Chuang, S",11,5,4,6,1
"Quintana Ashwel, N",12,5,4,3,1
"Rong, K",10,12,6,1,0
"Tvalodze, S",12,7,2,5,3
"Mele, A",5,5,4,2,0
"Sen, M",10,2,2,3,3
"Karimi, S",5,8,5,6,0
"Mavridis, C",6,1,3,1,2
"Hamidisahneh, M",1,13,5,6,0
"Agirdas, C",4,1,2,6,1
"Atasoy, H",5,9,3,2,1
"Hagemann, A",0,11,1,1,3
"Brown, J",9,12,6,1,0
"Popov, S",4,11,4,6,1
"Ribas, R",3,10,3,0,0
"Ghazi Kalahroud, S",2,2,5,0,0
"Rashid, S",2,4,3,3,3
"Laschever, R",0,7,3,5,3
"Dias, D",9,2,2,3,0
"Rudy, G",6,2,6,2,1
"Fonzo, K",8,2,6,6,1
"Gray, S",13,7,3,3,2
"Dennis, S",3,6,1,2,0
"Alderfer, S",0,4,1,2,2
"Brabant, S",1,1,3,5,1
"Crowell, L",0,11,4,2,0
"Vincent, J",12,12,4,1,1
"Ridgway, F",2,13,2,1,1
"Thiess, D",14,13,2,1,0
"Luttfring, S",7,13,3,4,2
"Bechtold, R",3,8,5,4,1
"Tuszynska, A",7,2,2,0,0
"Colson, D",2,7,5,0,0
"Chai, L",12,12,6,0,0
"Dahlquist, M",4,2,4,1,2
"Cole, H",4,5,5,1,3
"Diaz, G",10,10,2,5,1
"Saleh-Jones, S",5,10,2,2,2
"Slates, A",2,4,3,0,1
"Evans, M",1,1,3,0,1
"Belarmino, J",11,6,2,5,2
"Kozlowski, T",9,7,5,0,3
"Zayed, K",0,13,3,0,1
"Rivers, I",6,4,2,1,2
"Peters, M",0,12,3,0,1
"Besley, A",14,5,5,3,3
"Bilton, M",9,7,2,6,0
"Knorek, J",0,2,5,1,1
"Chen, E",2,2,3,2,1
"Thompson, G",5,10,3,2,0
"Rivers, T",5,9,1,1,0
"Delarue, L",9,11,6,6,3
"Patterson, J",10,4,3,0,3
"Frydman, J",8,12,4,0,1
"Boyd, R",4,8,5,1,1
"Koo, S",6,1,3,6,1
"Nyekel, V",12,5,3,5,0
"Yao, C",14,10,4,4,0
"Liu, Y",6,4,3,1,2
"Nam, S",13,12,3,2,3
"Micetich, J",9,11,6,5,3
"Wang, Z",1,4,4,4,0
"Bengtsson, L",0,3,2,5,3
"Myers, J",11,10,4,4,0
"Gentry, J",5,9,2,3,0
"Campello, M",3,6,3,3,0
"Yontz, R",5,7,5,6,0
"O'Connell, D",3,3,1,3,2
"Jacobson, J",0,13,3,4,2
"Clifton, A",14,4,5,4,3
"Black, L",3,4,1,5,3
"Beam, B",7,5,4,3,1
"Koksal, G",6,11,5,0,1
"Raeisi Najafi, A",9,4,2,1,3
"Coulter, K",5,5,5,6,2
"Hammerstein, K",9,11,6,0,1
"Engel, F",7,7,6,2,1
"Radil, S",9,7,5,5,0
"Mager, S",8,2,4,2,0
"Slaven, S",2,9,5,4,2
"Ottlik, V",3,4,2,1,1
"Buchholz, B",12,1,4,3,1
"Crane, C",11,6,3,5,3
"Istvanits, K",0,4,6,0,2
"Kent, A",13,5,3,3,3
"Reis, J",14,9,4,6,2
"Laxman, D",13,1,2,4,1
"Kang, H",7,9,5,3,0
"Shao, D",7,9,6,4,3
"Roediger, D",9,2,6,0,3
"Ramsbottom, J",9,2,1,4,1
"Pleck, E",3,8,5,3,0
"Chio, N",5,1,5,6,3
"Goldsworthy, P",11,2,3,3,2
"Mills, B",4,8,1,2,3
"Baber, R",5,11,2,4,3
"Chakraborty, S",0,12,1,6,3
"Shanbhag, V",4,5,2,6,0
"Fiore, G",4,11,3,4,2
"Quesito, C",10,8,4,5,1
"Dolan, K",5,10,2,4,1
"Hall, G",2,7,3,1,3
"Boyer, D",7,11,6,4,3
"Weikert, M",13,4,1,2,3
"Sabin, M",6,13,1,3,2
"Suh, Y",6,12,2,2,0
"Baynard, T",10,1,1,5,3
"Olson, E",2,10,2,4,2
"Fernhall, B",11,7,4,3,0
"Harris, D",5,4,5,6,1
"Solum, L",10,12,3,1,1
"Dharmapala, A",0,1,1,3,3
"Cauble, E",2,3,1,2,2
"Sevier, J",7,5,4,5,2
"Rojot, J",9,6,2,3,0
"Berkson, E",1,7,5,5,2
"Weiss, M",0,5,1,1,2
"Stewart, D",14,6,6,5,0
"He, X",5,4,1,2,0
"Mitrani, S",3,1,5,2,2
"Rupp, D",8,9,3,5,1
"Lichtman, K",12,1,6,6,1
"Britt, E",5,9,4,0,0
"Molina Munoz, A",12,1,5,1,0
"Baek, S",10,4,3,5,0
"Urban, R",8,12,3,0,0
"Swindells, G",4,2,6,4,3
"Towner, M",11,1,3,0,3
"Silver, J",1,13,4,0,2
"Estrada, J",6,11,1,5,2
"Kelsey, G",14,7,5,5,3
"Stocker, C",1,13,6,2,1
"Benson, B",0,11,6,4,1
"Hu, Y",5,4,1,6,1
"Song, S",10,4,4,6,0
"Huh, J",1,1,6,3,2
"Wahl, K",1,5,5,6,3
"Mak, K",6,11,2,6,1
"Xu, J",1,2,1,4,2
"Csima, N",1,9,3,3,1
"Elliot, J",12,2,2,3,2
"Hall, J",4,7,6,4,0
"Rumpf, B",4,10,1,0,1
"Tichenor, S",0,2,1,2,1
"Lenz, J",1,11,2,3,2
"Siudeja, B",3,13,6,3,3
"Furedi, Z",9,13,1,6,3
"Kalantar, M",9,6,4,5,1
"Rothman, N",1,3,6,4,0
"Hough, J",10,10,2,0,0
"Meisami, E",13,4,4,0,3
"Roy, E",11,11,4,6,3
"Mintel, R",12,9,3,2,0
"Shen, C",2,11,3,3,0
"Eriten, M",10,8,6,1,1
"Koric, S",13,8,1,3,3
"Washington, M",3,5,5,4,1
"Shafer, S",2,8,6,6,2
"Mitchell, R",8,10,4,5,1
"Seo, J",13,9,4,1,2
"Jones, J",6,12,5,6,1
"Adams, M",10,3,6,0,1
"Shin, E",3,3,5,0,2
"Legutki, A",8,7,4,5,0
"Miley, G",10,2,5,5,2
"Diel, D",0,4,3,1,1
"Harper, A",10,10,3,0,3
"Schaaf, E",14,8,6,1,2
"Hendricksen, C",2,5,5,3,2
"Jeffries, H",2,6,4,3,2
"Fagan, T",9,13,1,0,3
"Johnson, M",5,7,4,6,1
"Schroeder, W",12,10,2,5,3
"Ha, T",8,8,1,6,0
"Clegg, R",1,7,3,3,3
"Lamb, F",10,9,6,0,1
"Lamb, S",4,10,4,2,3
"Lev, B",4,13,1,2,0
"Flynn, C",5,2,2,1,1
"Chiang, T",4,8,5,1,2
"Niblack, T",9,13,3,0,2
"Teixeira, N",1,2,5,4,3
"Bloeser, A",13,1,2,6,3
"Steele, C",10,4,4,5,2
"LaForge, C",5,6,5,4,1
"Allee, T",9,13,3,2,1
"Balas, A",2,4,1,2,1
"Miler, K",5,3,4,5,1
"Bohn, L",7,6,4,1,1
"Coronel, J",5,8,5,6,3
"Higgins, E",13,2,5,0,0
"Guo, J",3,3,5,1,2
"Cohn, S",13,11,3,0,2
"Yang, Y",10,2,4,6,1
"Setoh, P",1,5,5,6,2
"Groh, A",14,12,6,2,1
"Ross, B",2,6,4,4,0
"Manjrekar, E",4,7,2,5,1
"Crocker, L",14,2,1,5,0
"Dutta, U",8,8,2,6,0
"Su, R",5,8,2,5,0
"Ramirez, J",8,13,1,2,3
"Heller, W",10,13,3,2,3
"Miller, G",8,8,1,4,0
"McCarley, J",12,6,1,5,2
"Garber, C",7,12,6,1,1
"Herakovich, T",4,6,2,6,1
"Boynton, T",9,7,5,4,3
"Joseph, T",4,9,6,1,1
"Cooper, B",11,3,1,1,1
"Tong, X",8,5,6,2,3
"Karns, S",7,3,6,3,3
"Nardi, R",7,4,6,4,2
"Penn, D",4,7,6,4,1
"Shea, A",6,13,1,2,0
"Simeone, C",0,11,2,0,3
"Dick, N",12,13,4,2,2
"Croan, B",4,7,2,0,3
"Thibert, J",11,9,4,3,1
"Khalil, M",7,1,2,3,1
"Scoville, J",14,10,4,1,2
"Howell, K",3,6,1,1,0
"Broughton, K",9,4,4,3,0
"Strzelecka, M",7,11,2,4,2
"Wicks, B",12,9,3,3,3
"Burk, B",0,7,3,0,0
"Schwartz, Z",14,8,5,3,0
"Son, J",14,5,1,5,0
"Barkley, J",3,8,1,0,3
"Crane, L",7,2,2,6,3
"Zengin, H",14,2,1,5,2
"Ambrose, N",3,1,5,2,1
"Atkins, L",9,3,1,5,3
"Genis Adas, S",0,6,6,3,0
"Swicegood, C",2,3,1,0,0
